battery_power,int_memory,fc,n_cores,ram,talk_time,dual_sim,wifi,pc,mobile_wt,price_range
1039,56,11,8,3105,5,0,1,13,125,2
1300,62,5,6,874,10,0,0,7,156,0
732,39,7,7,3681,15,1,1,11,188,3
511,52,1,2,3865,7,1,1,10,180,2
1092,11,10,3,737,11,1,0,14,167,0
921,10,12,7,3153,11,1,0,18,170,3
1030,37,4,1,2800,12,0,1,8,147,2
1130,27,0,1,315,11,1,0,8,101,0
1299,60,2,8,1412,20,1,1,6,187,1
1009,2,7,7,2286,13,1,0,15,115,2
1735,34,16,2,2392,19,1,1,17,140,2
1129,49,0,2,1857,5,1,1,2,185,1
708,26,0,7,1419,16,0,1,1,116,0
894,58,2,2,3305,2,0,0,3,123,2
530,32,1,6,959,6,0,0,20,88,0
1481,35,0,3,2635,4,1,1,0,105,2
1068,45,0,5,1754,9,1,1,1,194,1
1487,57,6,3,2563,14,0,0,12,84,2
1524,41,11,4,1936,9,1,1,20,96,1
1093,22,2,8,1869,4,1,1,14,196,1
1816,50,0,5,3637,16,1,1,2,186,3
627,20,2,3,896,14,0,0,8,142,0
989,51,13,3,2349,20,0,1,15,132,1
1895,5,2,1,774,6,0,0,11,134,1
805,58,0,3,3397,2,1,0,10,168,2
713,2,7,8,485,4,0,1,9,181,0
864,24,10,4,3964,12,0,0,15,148,3
1177,11,1,4,1887,11,0,1,7,181,1
582,32,8,3,2977,20,0,1,11,107,2
1898,56,3,7,2114,19,1,1,4,185,2
1158,29,1,2,1542,15,1,1,20,123,1
1451,57,5,8,3038,18,0,1,12,181,3
1820,51,5,7,2481,11,0,0,10,163,2
984,9,3,3,841,16,1,0,20,140,0
580,24,0,4,3565,8,1,1,5,135,2
1263,5,0,6,1958,4,0,1,3,146,2
1237,27,2,8,2454,8,0,1,5,87,2
514,37,7,1,3392,5,0,1,9,172,3
1515,56,0,3,262,20,0,0,1,184,0
721,6,6,4,530,8,1,1,9,194,0
603,35,3,3,3703,9,1,1,16,126,3
1426,55,2,1,2562,3,0,0,7,109,2
1820,64,0,1,574,18,1,0,3,161,1
1215,16,4,4,2632,15,0,1,8,130,2
697,20,5,2,259,4,1,1,6,173,0
717,10,4,1,688,15,1,0,5,198,0
1348,36,5,6,2554,12,1,0,6,145,2
1164,61,0,1,3859,17,1,0,6,88,3
578,62,9,5,2977,5,0,1,13,170,2
1971,40,0,7,571,17,1,0,19,186,0
1794,55,5,7,402,14,1,1,7,86,0
1558,32,2,5,878,17,0,1,3,114,0
1597,4,4,1,2130,15,0,0,19,85,2
1240,39,0,2,3260,17,0,1,9,146,3
1994,7,2,8,454,6,1,0,4,88,0
1221,35,7,7,2638,14,0,1,19,152,2
989,24,11,8,2819,5,1,1,17,156,2
1180,50,5,4,1464,20,0,1,20,144,1
718,59,10,6,1824,3,0,0,13,113,1
1670,47,0,8,876,5,1,0,15,139,1
534,21,1,7,2706,18,0,0,9,164,2
1566,20,0,2,659,13,1,1,0,126,1
1935,29,0,5,455,6,0,1,9,124,0
504,54,2,2,2378,2,1,0,10,163,2
913,41,1,1,2278,18,1,0,14,103,1
1317,43,2,5,3436,5,1,1,3,113,3
917,31,1,6,3424,13,0,0,2,88,3
712,49,1,6,401,10,1,1,3,99,0
1083,52,6,2,681,19,0,1,20,126,0
1039,6,5,6,3212,7,0,1,8,136,2
1747,13,4,6,3105,10,0,0,12,185,3
1449,52,0,6,2036,10,1,0,0,105,1
1872,49,14,7,3153,5,1,0,18,139,3
1796,7,5,4,1642,3,1,1,6,101,1
1097,60,0,1,509,12,0,0,17,181,0
1562,20,1,8,3465,6,1,0,10,172,3
1433,27,8,7,3900,2,0,1,12,153,3
740,12,1,1,1105,19,0,1,11,123,0
676,39,1,1,2064,6,0,0,5,84,1
503,13,1,1,3117,9,1,1,4,131,3
1020,7,13,3,1142,8,0,1,18,96,1
896,4,3,1,1060,4,1,1,4,111,1
1824,19,4,2,2381,5,0,0,5,143,2
1512,54,1,3,3366,11,1,1,2,134,3
1053,42,7,6,1339,14,0,1,17,126,0
1944,31,0,4,2560,8,1,0,10,87,3
1174,25,1,2,285,3,1,1,8,91,0
627,12,3,7,2476,10,1,0,17,131,1
1602,46,4,1,1862,2,0,1,5,118,1
1733,6,4,1,3488,10,1,1,15,170,3
586,8,10,8,3178,10,1,1,14,142,2
1528,37,2,8,733,14,0,0,3,156,0
875,23,2,7,756,6,0,0,7,110,0
1602,58,12,1,3622,17,0,1,13,170,3
1426,12,4,5,1277,5,0,0,16,174,1
1370,6,5,6,3703,11,0,0,8,158,3
609,10,4,6,1905,18,0,1,6,81,1
840,15,5,6,2636,6,1,0,8,178,2
991,12,2,5,2014,10,0,0,6,158,2
1724,9,0,2,3056,6,0,0,1,100,3
584,19,0,3,465,4,0,0,0,168,0
860,49,1,6,3869,20,1,1,13,141,3
1541,28,10,5,1108,7,1,1,15,165,1
615,58,7,5,1906,5,1,0,8,130,1
912,46,6,4,851,4,1,1,11,84,0
1278,60,10,7,3142,19,0,1,14,172,3
1365,31,0,4,1300,13,0,1,0,125,0
1702,36,7,5,1430,10,0,0,9,177,2
589,59,1,8,362,6,0,1,4,146,0
1347,56,10,1,2456,13,1,1,19,95,2
1644,44,0,8,2360,19,0,0,0,137,2
956,42,1,7,3700,7,1,0,11,133,3
1089,2,10,7,2620,13,1,0,20,153,2
871,52,2,3,437,17,0,0,3,178,0
664,6,5,2,3774,18,0,0,19,164,3
1874,19,1,2,1218,17,0,0,9,192,1
1928,5,5,5,696,15,0,1,16,162,0
888,33,2,2,3407,20,1,0,17,198,3
1077,58,1,7,3902,3,1,0,13,86,3
1023,30,5,8,2086,19,1,1,7,80,1
1426,42,2,3,1356,16,0,1,10,84,1
831,26,7,5,1704,20,1,1,11,177,0
1496,6,0,3,3571,11,1,1,9,85,3
1433,5,2,5,2132,19,0,1,11,129,1
1095,44,0,4,3209,8,1,1,5,103,3
643,23,3,1,2096,2,1,0,9,156,1
1142,6,0,4,1273,6,0,0,0,198,1
730,27,3,5,3623,15,1,0,10,112,2
1901,41,5,2,368,12,0,0,17,131,0
1510,32,1,3,854,10,1,1,8,135,1
1924,59,0,6,3646,16,0,1,0,136,3
1825,17,13,4,3130,2,1,1,18,157,3
1275,5,3,1,3784,4,1,0,9,152,3
987,17,9,7,3885,14,0,0,17,124,3
1538,13,6,7,1494,12,0,1,7,121,1
1965,29,4,5,2973,20,0,1,13,149,3
808,20,7,6,1471,11,0,0,14,185,0
712,27,6,2,2001,12,0,1,11,86,1
1507,42,0,5,1486,19,1,0,0,123,1
912,47,3,3,1321,6,0,1,6,182,0
769,17,2,8,1877,11,0,1,4,95,1
948,22,14,5,3499,19,0,1,20,173,3
507,39,0,1,2124,12,1,0,0,142,1
1384,60,15,3,1221,15,1,1,18,82,1
1766,29,1,8,2316,6,0,1,20,194,2
1407,16,5,4,1068,8,1,0,6,170,1
614,24,3,4,1930,4,1,1,7,94,1
1972,14,9,7,1316,8,0,0,18,196,1
1039,47,8,8,1742,15,1,0,9,130,1
511,34,5,8,3265,14,1,0,13,125,2
1811,5,4,4,2700,8,0,1,16,98,2
1159,36,3,4,2115,18,0,0,8,104,2
1848,12,7,2,3915,8,1,1,19,178,3
1988,16,0,8,3144,14,0,0,1,94,3
1469,58,3,7,1571,2,0,0,8,150,2
1423,44,12,5,2253,9,0,0,13,131,1
1974,10,9,6,1433,17,1,0,12,145,1
835,42,2,5,2583,13,1,1,18,128,2
1429,42,8,5,1817,16,0,0,9,151,1
947,51,1,2,2915,6,0,1,15,144,2
1446,18,0,8,3340,16,1,1,1,178,3
1332,7,5,7,2790,10,1,0,19,168,2
1498,14,0,4,577,12,1,0,1,191,0
1576,14,0,2,3220,6,1,0,4,173,3
1398,26,8,1,3488,11,1,0,12,150,3
1885,14,12,4,1277,16,1,1,15,92,1
798,2,7,2,3593,3,1,0,15,148,2
1436,42,0,8,2736,19,1,0,1,124,3
1998,31,8,8,2311,18,0,0,19,196,2
1321,63,0,8,1464,16,0,1,9,109,1
1021,9,7,2,1355,14,0,0,12,192,1
1339,40,0,2,2382,7,1,1,1,123,2
1210,57,9,4,1886,17,1,1,20,111,1
1949,31,2,5,832,19,1,0,9,145,1
882,28,9,6,751,8,1,1,16,151,0
1549,27,0,5,436,11,1,0,7,113,0
1991,42,1,1,722,10,1,0,13,82,0
796,12,2,1,1075,2,0,0,8,114,0
1012,39,4,4,2802,10,1,0,6,161,2
1318,11,0,2,1780,2,1,0,15,188,1
1708,14,8,4,1247,16,0,0,16,197,1
598,62,8,8,3066,19,1,0,9,117,2
541,51,4,8,403,12,0,0,17,200,0
818,23,2,5,2518,3,1,0,17,192,2
1414,15,0,2,1069,14,0,0,0,168,0
601,6,3,4,2651,9,1,1,11,169,2
561,40,2,7,2974,19,1,1,6,99,2
1616,52,3,5,657,2,1,0,8,100,0
1263,32,1,2,3372,10,1,0,2,103,3
1604,63,0,5,1464,20,1,0,2,93,1
539,24,1,4,1326,3,1,0,2,86,0
1071,49,0,4,3393,7,0,0,5,199,3
826,57,0,2,323,7,1,1,0,135,0
771,62,2,1,1628,6,0,0,8,106,1
1811,33,0,8,2610,13,0,0,2,132,3
1842,56,7,4,3721,4,1,1,10,179,3
1420,50,1,8,763,17,1,1,8,100,0
1763,10,12,3,792,13,1,1,19,184,0
1163,2,6,5,1568,19,0,0,20,133,1
1805,29,0,4,1276,17,0,0,2,182,1
610,52,9,4,3472,12,1,1,19,90,3
1533,17,18,4,2520,11,1,1,20,160,2
1924,63,3,2,3423,19,0,0,10,111,3
1801,52,6,6,258,9,1,0,10,120,0
1726,42,1,5,1868,6,0,0,3,106,2
794,14,15,3,2171,18,1,1,19,197,1
1686,28,4,5,780,5,1,0,8,182,0
1444,6,0,1,712,10,1,0,1,103,0
1004,30,0,8,1012,13,1,1,1,160,0
1242,28,8,4,318,19,0,0,9,166,0
539,26,6,6,3948,15,0,1,8,137,3
717,14,2,8,629,20,1,0,6,99,0
1540,29,0,7,1161,5,1,0,1,157,0
672,35,7,8,1403,6,0,0,17,99,0
1325,13,0,4,3707,18,0,0,8,133,3
950,55,6,8,1305,4,0,1,7,124,0
948,18,6,4,2926,9,1,1,7,119,2
1328,27,5,3,2674,5,0,1,18,144,2
1447,40,3,2,471,20,0,1,5,184,0
1973,21,3,8,1724,8,1,1,7,95,1
1731,60,18,4,1220,20,1,0,20,171,1
1617,63,1,2,2754,8,0,1,10,111,2
1791,33,1,5,594,16,1,1,4,110,0
851,54,7,2,1005,14,1,1,9,101,0
856,14,0,1,2439,12,1,1,7,115,1
714,30,1,4,2302,10,0,1,2,145,1
951,15,6,2,1083,16,0,0,17,81,0
1303,10,6,8,2219,15,0,1,15,109,2
1550,32,2,7,1571,14,0,0,5,126,2
1759,15,10,4,2107,16,0,0,13,101,2
1448,2,18,5,593,18,1,1,19,100,0
1987,50,0,8,857,6,0,0,18,119,1
908,44,1,5,3518,7,0,1,2,95,3
820,58,2,4,1284,17,1,1,4,160,0
904,19,4,6,545,16,1,0,7,147,0
667,6,4,6,3566,12,1,1,10,149,2
1109,34,1,1,2821,17,0,1,4,173,2
1333,59,3,7,3442,5,0,0,5,183,3
1352,6,5,6,1309,14,0,0,9,92,1
1600,19,1,6,1179,18,1,1,9,88,1
1454,37,8,8,1713,19,1,0,20,80,1
1489,9,0,3,1663,14,1,1,1,169,1
1823,10,11,8,1812,19,1,1,19,81,2
1581,41,9,4,1384,2,0,1,19,172,1
1672,44,1,8,1348,7,1,1,4,172,1
1283,27,0,4,3957,6,1,0,6,80,3
630,14,9,8,1212,12,0,0,13,180,0
659,24,0,8,3925,10,0,1,2,151,3
1811,32,0,6,348,18,1,1,0,115,0
688,40,9,5,1382,8,0,0,20,109,1
514,18,5,2,980,16,1,1,8,141,0
1933,16,1,3,838,18,1,0,9,154,0
915,31,8,3,378,9,0,0,20,91,0
1006,22,4,4,909,7,1,1,8,135,0
1134,13,2,4,3632,19,0,0,19,92,3
599,64,0,8,3396,7,0,0,1,186,2
973,53,5,5,1861,16,1,0,7,196,1
1180,27,0,6,348,19,0,1,1,90,0
1237,13,7,4,2528,16,0,0,12,98,2
659,5,7,8,2190,16,1,0,10,169,1
1142,6,6,8,663,5,1,1,8,190,0
1002,11,16,6,961,19,1,1,18,185,0
1392,44,0,4,1280,16,0,1,2,113,1
602,50,9,8,2189,16,0,0,18,141,2
1249,55,3,3,531,13,0,1,8,140,0
531,12,0,4,2331,20,1,1,3,121,1
1450,31,1,5,794,9,0,1,4,114,1
1342,50,1,1,2644,11,0,1,8,173,2
832,22,5,1,1666,20,0,1,8,198,1
867,57,0,4,2157,18,0,0,0,159,1
1404,44,16,1,1196,5,0,1,20,151,1
840,33,6,6,2072,19,1,0,7,150,2
1368,42,10,1,1590,14,0,0,20,91,1
1927,11,3,8,2916,18,1,1,12,190,3
1714,31,7,2,3707,19,1,1,10,120,3
1201,10,1,6,726,3,0,0,5,198,0
1796,44,4,2,3577,4,0,0,11,184,3
1147,28,11,6,2627,15,1,1,13,158,2
776,20,0,4,685,7,0,1,9,146,0
510,33,0,6,1693,5,0,0,10,110,1
1045,40,3,6,2137,12,1,1,7,175,2
1497,10,4,8,3696,3,1,1,20,153,3
1425,33,0,3,3771,9,0,1,2,89,3
726,40,0,4,1342,4,0,1,20,94,0
1576,20,0,3,1379,16,0,1,0,148,1
714,11,5,3,1164,19,1,0,6,197,1
1595,63,1,1,908,6,1,1,20,88,1
541,10,0,4,1019,15,0,0,0,127,1
1617,29,14,6,3685,18,0,0,20,113,3
1154,5,2,1,1470,12,1,0,13,98,1
1638,2,6,1,2299,9,0,1,11,189,2
1150,39,0,8,999,11,0,0,1,151,0
1254,44,0,1,3011,12,0,0,10,149,2
1806,54,2,1,3142,6,1,1,11,117,3
603,12,8,6,1543,19,0,0,20,114,1
1834,40,7,4,3692,16,0,0,11,99,3
520,31,0,6,2753,17,0,1,14,145,1
565,50,1,2,2156,6,1,1,8,158,1
1689,9,11,5,2637,3,0,0,15,150,2
742,21,0,8,331,7,0,0,1,104,0
1143,22,1,3,1214,16,1,0,6,125,1
761,3,9,7,2248,15,0,1,15,196,2
959,36,0,5,3073,8,1,1,14,196,3
772,8,7,7,422,15,1,0,8,134,0
1015,12,5,3,2293,2,0,0,14,102,1
1824,2,9,1,3958,19,1,0,14,103,3
1130,29,1,1,432,10,1,1,14,130,0
1183,48,3,8,1152,3,1,0,12,120,0
574,26,0,6,1303,2,1,1,2,118,0
1472,20,4,2,797,11,0,0,6,169,0
1868,40,2,8,298,17,0,0,17,179,0
1375,20,2,6,3847,12,0,1,7,147,3
881,64,1,3,2110,6,0,1,6,160,1
1742,43,5,3,1921,3,1,0,7,176,2
1225,60,6,2,2423,6,1,0,15,107,2
1970,15,0,2,1658,20,1,1,0,132,2
1186,21,2,8,2361,7,1,0,4,160,1
1762,60,7,4,1380,14,0,0,10,157,1
1731,4,4,6,3892,4,1,1,18,163,3
852,8,5,5,315,20,1,0,9,160,0
848,36,4,4,2289,19,1,1,16,151,1
1575,11,0,7,2182,17,1,0,20,185,2
1554,23,7,6,2184,20,1,1,18,105,2
1972,48,0,8,2872,11,0,1,2,92,3
827,35,9,6,2367,15,1,1,17,87,1
1063,3,7,4,1919,20,0,0,10,155,1
1695,34,1,5,3296,14,1,0,10,84,3
1343,14,5,8,462,11,1,1,10,81,0
834,27,2,1,1591,20,0,0,16,123,1
595,20,0,2,1593,2,0,1,18,122,0
1081,42,13,7,2456,7,1,0,17,101,1
911,14,3,4,2933,11,1,0,4,199,3
844,22,1,7,3154,7,1,0,2,197,3
1335,60,3,2,3615,9,0,0,4,180,3
1883,24,9,1,3563,3,0,0,16,87,3
1128,33,6,8,1440,19,1,0,7,147,1
826,57,14,2,1907,5,1,0,17,117,1
1650,38,0,1,324,2,0,1,1,89,0
1162,50,0,4,1404,15,0,1,10,104,1
1517,8,2,4,2738,12,0,0,18,169,2
963,60,1,3,2722,16,0,0,3,156,2
1837,12,5,8,2294,20,1,1,6,103,3
1028,30,1,1,1424,13,0,1,10,193,1
1831,55,4,8,1133,10,1,0,9,189,1
571,58,5,6,555,11,1,1,11,101,0
1770,9,0,6,3785,14,0,1,5,183,3
970,59,5,7,3675,12,1,0,19,84,3
642,38,0,5,435,2,0,0,10,86,0
622,11,12,8,3183,4,1,1,14,193,2
600,6,9,2,3495,7,0,0,15,199,2
1412,57,9,3,1853,18,0,1,10,86,1
733,16,7,4,2648,19,0,0,12,138,2
1070,19,9,7,2647,20,0,0,16,160,2
875,30,1,8,702,15,1,1,8,146,0
1994,5,5,2,1836,18,0,0,7,189,2
823,18,9,5,3894,9,1,0,16,182,3
1908,30,9,2,2944,17,0,1,19,111,3
790,44,7,8,3424,9,1,0,8,89,3
1330,40,1,1,2678,14,1,1,5,177,2
1660,15,2,8,2424,9,0,0,8,100,2
1776,20,2,6,2671,12,0,1,16,82,3
1611,27,4,1,3078,6,1,1,10,199,2
1410,15,0,3,2304,18,1,0,1,92,2
1772,45,17,2,1146,17,0,0,18,159,1
1280,39,0,7,2335,2,0,1,1,108,1
1712,23,2,7,1422,15,1,0,19,155,1
1562,55,0,8,2096,3,0,0,1,140,2
891,18,1,6,1303,4,1,1,3,153,0
1957,36,18,2,1115,18,1,1,19,151,1
1110,42,1,5,456,18,0,0,2,192,0
875,43,1,8,3396,18,1,0,3,104,3
1211,28,0,2,2750,14,0,0,3,130,2
769,54,12,4,941,20,1,1,19,112,0
671,2,7,6,2278,2,0,0,19,95,2
1872,26,5,4,2273,8,0,1,10,172,2
1076,14,0,5,2355,2,1,1,0,191,2
1325,50,2,1,2328,2,0,0,10,146,2
911,28,1,2,2638,13,1,1,2,182,1
1273,23,1,6,558,13,0,0,14,178,0
1062,39,3,4,1345,11,0,1,4,124,0
1317,12,6,2,425,11,0,1,9,154,0
940,16,0,4,2192,9,0,1,1,115,1
729,14,0,6,3397,17,0,1,2,135,2
1494,3,6,7,1208,17,0,0,17,93,1
1546,27,2,2,267,16,1,0,6,124,0
1253,34,0,4,3518,8,0,1,10,113,3
895,16,6,8,3122,4,1,1,14,164,2
793,43,0,8,1050,3,1,1,2,124,0
1628,56,11,2,3358,12,1,1,13,136,3
625,42,2,8,2929,17,1,0,3,138,2
1110,12,2,8,624,15,0,0,5,153,0
999,49,6,1,1598,8,0,0,17,132,1
1856,24,0,5,2052,10,1,0,1,155,2
1715,15,9,6,1249,4,1,0,20,120,1
1897,54,2,2,412,2,0,0,7,154,0
1202,19,0,2,595,3,1,0,1,122,0
1171,19,2,7,263,8,1,0,19,167,0
964,22,0,8,2577,5,0,0,0,86,2
1973,46,6,4,639,3,1,1,10,193,0
1992,2,11,1,3206,10,1,0,14,141,3
546,26,5,5,1550,3,1,0,15,159,1
1093,31,1,2,1646,6,0,0,12,171,1
1880,35,11,4,1930,15,0,0,14,200,2
1765,11,3,2,3695,18,0,0,7,87,3
1640,36,1,8,3235,10,1,1,11,87,3
1830,7,0,6,2334,14,0,0,12,191,2
826,62,3,4,1998,17,0,0,19,187,1
1864,7,0,1,2258,10,0,0,2,142,2
586,42,16,7,1869,7,0,1,17,121,1
1206,30,10,3,1825,4,1,1,13,127,2
832,5,1,5,3946,14,1,1,2,165,3
848,8,1,7,436,15,0,1,3,103,0
1851,53,0,6,2678,8,0,0,2,112,2
1166,59,7,1,3887,7,0,1,11,80,3
1776,35,10,4,1813,20,1,1,16,172,1
1254,27,2,2,817,16,0,1,10,134,0
1494,24,4,1,3614,9,1,0,17,101,3
984,39,0,8,2013,16,1,0,18,119,1
1179,5,1,5,543,18,0,1,17,154,0
513,27,8,8,3400,13,0,1,13,174,2
557,17,3,6,2623,16,1,0,4,89,1
744,33,0,4,2700,19,1,0,2,105,2
1129,21,9,2,1400,13,1,0,10,116,1
1148,58,0,5,3127,11,1,0,20,170,2
1793,44,12,5,2803,6,0,1,17,175,3
1310,15,3,5,2518,5,1,1,11,150,2
1604,6,1,6,3564,2,0,0,15,191,3
1676,37,2,1,2515,4,0,1,3,145,2
1001,40,1,3,3654,10,1,1,7,117,3
1086,24,0,8,3930,18,0,1,19,135,3
1986,39,7,7,3476,17,1,0,19,89,3
634,41,5,1,3242,4,0,1,12,192,3
502,52,7,6,2666,20,0,0,8,82,2
1641,48,6,8,1695,17,0,1,7,97,2
623,15,0,3,3510,18,1,1,1,189,2
962,17,3,8,3438,20,1,0,20,161,3
1057,41,3,4,2033,2,0,0,10,97,1
1862,62,1,1,1017,9,0,0,2,182,1
555,38,5,2,1686,8,1,1,10,193,1
1000,58,1,5,862,20,0,0,12,135,0
841,11,6,5,957,11,0,0,14,81,0
865,16,5,4,3494,14,0,1,12,89,3
999,56,11,4,3083,11,1,1,13,165,2
1232,30,12,6,1656,15,0,1,14,131,1
1194,34,6,2,313,19,0,0,12,165,0
612,20,1,8,3282,18,1,1,6,179,3
1362,47,0,6,3629,5,0,1,4,186,3
1469,44,11,2,1687,5,1,1,14,169,1
986,28,13,4,1149,18,0,0,20,182,0
1843,62,1,3,3899,6,0,1,7,104,3
1561,4,10,2,1783,10,1,0,13,134,2
1695,47,2,5,1629,11,1,0,13,189,1
667,8,3,1,2528,8,1,0,7,185,2
1768,2,0,7,3256,5,0,0,2,88,3
1269,41,16,8,2341,16,1,1,17,180,2
1109,57,6,1,2785,16,1,0,12,151,2
936,14,14,3,3761,12,1,0,17,164,3
1713,5,9,6,1513,2,0,1,16,199,1
1175,45,1,2,2240,5,1,0,7,167,1
1940,5,0,4,820,3,1,1,1,194,1
855,59,2,2,1875,8,0,1,3,159,1
771,33,0,3,920,10,1,1,17,157,0
645,63,10,4,3615,13,0,1,14,174,2
1307,7,2,7,1412,5,0,1,3,88,1
1948,5,4,1,361,10,1,0,13,136,0
1509,50,5,4,1540,3,1,0,8,81,1
626,11,3,2,1077,4,1,1,9,109,0
1190,40,0,5,3610,9,1,1,1,93,3
1727,57,10,6,512,6,1,0,18,158,0
1670,62,14,8,3024,20,0,1,20,114,3
1150,27,4,1,1610,16,1,0,17,134,1
1208,16,5,1,2201,12,0,0,19,175,1
1812,42,4,7,3338,11,1,1,15,162,3
770,61,6,4,3473,4,1,1,9,196,3
1559,10,10,8,2203,15,1,1,17,114,1
1902,13,10,4,940,15,0,0,11,155,1
1751,4,1,8,1155,12,0,1,9,146,1
1416,20,0,4,3872,7,1,1,0,93,3
1288,61,3,6,1882,10,1,1,6,115,2
1003,16,16,8,1798,10,0,0,19,119,1
1715,18,1,6,2598,3,1,0,3,96,3
1967,46,0,1,1567,7,0,0,7,199,1
962,2,14,1,1491,14,1,0,20,125,1
1487,42,5,2,2003,3,0,0,7,120,2
1569,54,4,4,3905,4,1,0,6,190,3
1146,57,5,5,291,11,0,1,10,111,0
1379,9,6,8,1693,18,0,1,13,118,1
1504,25,7,4,1788,13,1,1,9,152,1
1945,26,3,6,3322,20,0,1,5,112,3
1630,32,0,6,1751,20,1,1,1,80,2
1125,23,10,1,1641,12,0,0,14,117,1
614,51,4,7,2854,12,0,1,7,178,2
854,17,5,4,3115,2,0,0,9,101,2
1470,45,6,1,3259,14,1,1,9,121,3
1826,49,5,8,1612,17,1,0,6,172,2
807,37,0,4,2319,4,1,0,0,127,1
1996,7,0,5,1258,16,1,0,4,138,1
1083,41,3,5,1543,10,0,1,5,158,1
1035,49,14,2,3991,19,1,0,15,178,3
1521,62,5,1,3555,19,0,0,9,143,3
1314,5,13,4,3411,18,1,0,18,87,3
535,24,5,8,524,4,0,0,19,190,0
673,35,13,6,3541,4,0,1,14,142,3
1219,4,5,6,1998,4,1,0,7,169,2
1606,33,0,5,3437,2,1,0,0,200,3
1603,17,1,2,1637,11,1,1,8,114,1
1958,52,6,1,3064,3,0,0,14,153,3
695,12,18,2,2855,7,0,1,19,196,2
1441,53,0,1,1393,4,1,1,12,106,1
1470,33,4,7,1633,4,1,0,10,138,2
1890,48,4,4,2392,15,0,1,5,127,3
1152,26,0,2,3284,8,1,1,0,82,3
1619,20,3,6,464,16,0,1,9,117,0
1002,45,1,7,1234,18,0,0,7,180,0
742,36,0,3,292,6,0,1,1,139,0
1306,33,2,3,2521,16,1,0,9,174,2
1424,20,0,5,2658,19,1,0,0,180,2
942,27,8,4,587,13,1,1,9,91,0
1934,2,8,4,2190,9,0,1,16,118,2
1290,35,19,4,879,8,1,0,20,110,0
930,54,0,1,1743,9,1,0,13,80,2
1699,21,16,4,1181,18,0,0,20,156,1
1849,29,1,7,3330,15,0,1,12,181,3
1922,42,15,8,3564,17,0,0,16,153,3
548,56,0,4,562,8,1,1,14,146,0
916,47,0,4,1659,11,0,0,1,82,1
1783,14,8,8,1816,7,0,1,11,183,2
1083,49,2,5,1338,5,1,1,9,156,0
1698,7,10,8,2992,17,0,0,12,131,2
1969,7,5,8,315,7,1,0,20,85,0
869,2,0,7,3249,12,0,1,3,197,2
1337,5,0,4,3242,20,1,0,1,200,2
637,28,2,4,2725,7,1,0,6,194,2
833,27,0,4,586,19,1,1,2,145,0
1248,9,6,3,2454,13,0,0,8,89,2
1174,30,7,4,804,16,0,1,20,147,0
1831,44,3,7,2460,18,0,0,14,148,2
1002,27,7,1,1295,17,1,1,10,146,0
1010,8,2,5,2625,12,1,0,3,139,2
1117,21,2,2,1999,2,1,1,19,177,1
990,15,3,2,2698,6,1,0,7,153,2
1564,26,5,6,3742,13,0,0,16,129,3
1065,21,0,5,1193,20,1,1,3,158,1
1982,24,12,7,3511,15,0,1,16,129,3
1607,20,6,2,885,14,1,0,8,192,0
1066,5,6,5,1044,11,1,0,7,167,0
681,17,12,5,2548,5,1,1,19,194,2
1163,19,0,2,2940,15,1,1,1,132,2
1285,11,4,5,3966,2,1,1,7,199,3
753,48,11,8,3484,16,0,0,20,121,3
1779,5,2,1,1246,20,1,0,3,90,1
987,52,4,3,2757,15,0,0,8,83,2
511,24,15,3,2378,4,1,0,18,136,1
1044,12,4,6,1794,19,0,1,5,104,1
1855,32,5,8,3933,7,0,1,18,187,3
946,26,9,6,1637,6,0,1,10,186,0
657,21,2,8,783,11,1,0,8,110,0
1673,42,2,5,3094,20,0,0,6,182,2
731,28,0,8,1774,10,1,0,0,130,1
926,59,6,7,256,2,0,1,14,161,0
1261,52,3,2,1365,16,0,1,9,86,1
618,45,11,3,2339,10,0,0,20,188,2
936,57,5,2,2049,5,0,0,6,129,1
1485,28,0,5,3241,11,1,0,1,158,3
1339,21,10,4,867,3,1,0,11,80,0
508,50,1,5,2175,14,0,1,9,82,1
1938,44,5,2,3497,18,1,0,9,121,3
995,10,1,4,609,5,1,1,3,104,0
1086,43,0,6,3285,17,1,0,1,111,2
1322,35,1,1,3684,6,1,0,3,157,3
1864,57,2,6,3586,8,1,1,6,181,3
1944,26,1,4,2322,7,0,1,9,92,2
581,56,5,2,354,13,0,1,10,180,0
1020,27,3,4,3204,9,1,1,4,128,3
1936,44,2,3,1400,3,0,1,3,139,1
1329,23,5,8,2308,9,0,0,6,198,1
808,46,3,8,1082,10,1,1,15,105,0
994,40,4,2,3104,11,1,0,17,164,2
1811,22,3,2,2847,4,0,1,8,82,2
765,44,3,8,2256,19,0,1,11,88,2
993,16,0,7,1113,6,1,1,13,106,0
1136,32,15,6,3210,8,0,1,19,150,3
719,23,0,6,3990,12,1,1,9,113,3
733,63,0,7,984,9,1,1,10,105,0
1946,8,8,8,3117,2,1,0,19,123,3
1230,48,0,7,1622,16,0,1,2,111,2
1577,64,0,3,2967,7,1,1,7,105,3
1514,12,3,3,1037,15,0,1,4,138,0
579,7,3,8,2908,11,0,1,10,89,2
574,30,1,2,1167,19,0,0,3,126,0
1072,19,6,8,2715,16,1,0,16,114,2
843,16,1,7,1734,14,1,1,4,119,1
1492,11,5,3,2259,19,0,1,7,85,3
1807,16,0,3,2921,17,0,0,0,125,3
